,Created_at,Text,Clean Text,ID,Lang,Favourite_count,Retweet_count,Fecha creacion,Followers,Verificado,Cantidad Fav,País,Coordenadas,Screen_Name
4122,2022-03-21 14:11:13+00:00,"@CarmenG15567234 Huelga de transporte, en Valencia caos y en Albacete al salir, igual",  huelga de transporte  en valencia caos y en albacete al salir  igual,1505909900739817475,es,1,0,2022-02-09 23:00:12+00:00,370,False,11276,,,Ber_actualidad1
4123,2022-03-21 14:11:07+00:00,MOVILIZACIONES | Más de 500 camiones y 30 tractores cruzan Albacete por la huelga del transporte https://t.co/IKPXMUfhCC,movilizaciones   m s de 500 camiones y 30 tractores cruzan albacete por la huelga del transporte  ,1505909876719079428,es,5,3,2012-10-02 17:00:28+00:00,5619,False,613,"Albacete, España",,RadioAlbacete
4124,2022-03-21 14:10:53+00:00,"Huelga del transporte en Valencia

https://t.co/MNi0ctaE0F",huelga del transporte en valencia   ,1505909818514681861,es,0,0,2020-01-26 11:04:01+00:00,1,False,1,"Albacete, España",,angel89113713
4129,2022-03-21 14:10:09+00:00,"@pullandbear @pullandbear y la venta on line.O mejor llamarlo estafa?
Desde el día 8 esperando el pedido 20113055733 Debería entregarse el 9 o el 10 pero, aquí no vino nadie.
La respuesta que es por la huelga de transporte pero empezó el 14, no?
No compren en esta tienda o perderán su dinero",    y la venta on line o mejor llamarlo estafa  desde el d a 8 esperando el pedido 20113055733 deber a entregarse el 9 o el 10 pero  aqu  no vino nadie  la respuesta que es por la huelga de transporte pero empez  el 14  no  no compren en esta tienda o perder n su dinero,1505909634024062986,es,0,0,2021-10-04 18:49:09+00:00,912,False,5600,,,p_zorzales
4131,2022-03-21 14:09:28+00:00,@tasseltwi Si por aquí es por la huelga de transporte,  si por aqu  es por la huelga de transporte,1505909460581109760,es,1,0,2019-10-14 16:14:35+00:00,153,False,16235,,,X1ruk
4135,2022-03-21 14:08:57+00:00,RT @MjRosamoreno: Francia huelga transporte ganaderos agricultores👇👇 https://t.co/SEnSJ07URK, francia huelga transporte ganaderos agricultores    ,1505909331526623232,es,0,6,2011-05-31 20:31:59+00:00,43,False,14019,Cádiz,,Ivan_Cadiz
4138,2022-03-21 14:08:36+00:00,RT @A3Noticias: 🔴 Octavo día de paro indefinido y movilizaciones de los transportistas. Exigen soluciones al Ejecutivo. La #últimahora ya e…,   octavo d a de paro indefinido y movilizaciones de los transportistas  exigen soluciones al ejecutivo  la   ltimahora ya e ,1505909241726619651,es,0,5,2021-12-08 15:31:24+00:00,5,False,85,,,ElCuatroPelos
4139,2022-03-21 14:08:34+00:00,Octavo día de huelga en el transporte y se agrava la situación de las empresas vascas ante la falta de suministros. El Gobierno vasco y los empresarios piden medidas urgentes. @bilbaoport @CEOE_ES @agaramendil @arantxa_tapia @Gob_eus #huelgatransportes https://t.co/xKrVS5zthH,octavo d a de huelga en el transporte y se agrava la situaci n de las empresas vascas ante la falta de suministros  el gobierno vasco y los empresarios piden medidas urgentes      es     tapia   eus  huelgatransportes  ,1505909232482279429,es,1,0,2013-06-05 13:52:00+00:00,1626,False,211,,,RTVEPaisVasco
4141,2022-03-21 14:08:28+00:00,"@pullandbear y la venta on line.O mejor llamarlo estafa?
Desde el día 8 esperando el pedido 20113055733 Debería entregarse el 9 o el 10 pero, aquí no vino nadie.
La respuesta que es por la huelga de transporte pero empezó el 14, no?
No compren en esta tienda o perderán su dinero",  y la venta on line o mejor llamarlo estafa  desde el d a 8 esperando el pedido 20113055733 deber a entregarse el 9 o el 10 pero  aqu  no vino nadie  la respuesta que es por la huelga de transporte pero empez  el 14  no  no compren en esta tienda o perder n su dinero,1505909208356642824,es,0,0,2021-10-04 18:49:09+00:00,912,False,5600,,,p_zorzales
4144,2022-03-21 14:06:41+00:00,"Huelga de transporte unida con huelga de agricultura que hace temblar nuevamente a la economía y suministros.

Nueva jugada maestra del #GobiernoEspaña  otra vez abriendo un frente con #Argelia y bajándose los pantalones con Marruecos.

#Gastothemoon.

Gracias @sanchezcastejon",huelga de transporte unida con huelga de agricultura que hace temblar nuevamente a la econom a y suministros   nueva jugada maestra del  gobiernoespa a  otra vez abriendo un frente con  argelia y baj ndose los pantalones con marruecos    gastothemoon   gracias  ,1505908758182084609,es,29,2,2015-10-30 20:25:49+00:00,12662,False,9569,Location Unknown,,Sebas_Orc
4146,2022-03-21 14:06:15+00:00,RT @AguasdelTorcal: 💦 Limpieza y desinfección de Aguas del Torcal en el Polígono Industrial para retirar neumáticos y maderas quemadas en l…,   limpieza y desinfecci n de aguas del torcal en el pol gono industrial para retirar neum ticos y maderas quemadas en l ,1505908650006753284,es,0,2,2011-11-24 12:32:00+00:00,8305,False,20340,"Antequera, España",,AytoAntequera
4148,2022-03-21 14:05:20+00:00,"RT @A3Noticias: 🔴 Los transportistas no volverán a la actividad hasta que sean ""escuchados""

Sigue toda la actualidad de los paros del tran…",   los transportistas no volver n a la actividad hasta que sean  escuchados   sigue toda la actualidad de los paros del tran ,1505908421576507398,es,0,8,2014-11-27 17:23:20+00:00,207,False,52474,,,RuthRuthchic
4151,2022-03-21 14:05:01+00:00,RT @elperiodico: 🍊¿Qué alimentos escasean por la huelga del transporte? https://t.co/o76J01uxoy https://t.co/rpKl0KoLCR,   qu  alimentos escasean por la huelga del transporte     ,1505908340844601344,es,0,1,2012-03-15 13:09:33+00:00,2029,False,5767,Santa Cruz de Tenerife,,1968Ruiz
4153,2022-03-21 14:03:37+00:00,RT @copeeuskadi: La flota de bajura vasca continuará amarrada este martes por la huelga del transporte https://t.co/dH5AYUudj1 a través de…, la flota de bajura vasca continuar  amarrada este martes por la huelga del transporte   a trav s de ,1505907989274046470,es,0,1,2020-04-24 16:36:57+00:00,692,False,0,,,vasco_bot
4154,2022-03-21 14:03:28+00:00,"RT @busti46: Queridos votantes del @PSOE ayer las grandes plataformas del transporte eran buenas, las pequeñas eran fachas. ¿Que son hoy la…", queridos votantes del   ayer las grandes plataformas del transporte eran buenas  las peque as eran fachas   que son hoy la ,1505907952561049601,es,0,5,2017-10-02 21:53:49+00:00,1592,False,281667,España,,Piolinachang
4155,2022-03-21 14:03:02+00:00,"⚠️🚛 ¿Afectará la huelga del transporte a las distintas obras que se están llevando a cabo en Sevilla? 

El alcalde @antoniomunozsev ha hablado sobre ello 

🎥 Más información en #Noticias7 a partir de las 20.00 horas https://t.co/7PbcO7kytl",     afectar  la huelga del transporte a las distintas obras que se est n llevando a cabo en sevilla    el alcalde   ha hablado sobre ello     m s informaci n en  noticias7 a partir de las 20 00 horas  ,1505907841969889280,es,0,0,2013-12-19 09:28:04+00:00,14934,False,2692,"Sevilla, Andalucía",,7TVSevilla
4157,2022-03-21 14:02:48+00:00,"Los NAZIS de Izmierdas, UltraExtremaIzmierda y Sindicatos de CCOO y UGT dicen que la Huelga de los TRABAJADORES del Transporte es Salvaje
Los “salvajes” son los Langostinos, Gambas, Centollos, Cigalas, … que se comen todos estos paniaguados que viven del cuento 🐀🐀🐀🐀🐀🐀🐀🐀",los nazis de izmierdas  ultraextremaizmierda y sindicatos de ccoo y ugt dicen que la huelga de los trabajadores del transporte es salvaje los  salvajes  son los langostinos  gambas  centollos  cigalas    que se comen todos estos paniaguados que viven del cuento         ,1505907781135699982,es,1,0,2017-01-14 21:36:30+00:00,73,False,3430,,,julio_majugoi
4159,2022-03-21 14:02:43+00:00,@greenpeace_esp Que poco os queda de recibir € públicos #greenpeace #huelga #transporte #agricultura #taxis #alimentacion #ccoo #ugt,  esp que poco os queda de recibir   p blicos  greenpeace  huelga  transporte  agricultura  taxis  alimentacion  ccoo  ugt,1505907760571076608,es,0,0,2021-07-30 10:53:08+00:00,13,False,312,,,VilmaPorCasa
4160,2022-03-21 14:02:38+00:00,"Ayer la agricultura se manifestaba, hoy el transporte en huelga. #València @mapagob @interiorgob @empleogob @mitmagob https://t.co/ezs5US3Q4V",ayer la agricultura se manifestaba  hoy el transporte en huelga   val ncia          ,1505907738999676931,es,1,0,2009-02-27 02:23:29+00:00,3845,False,23502,L'Horta i La Marjal (València),,verdeguer
4161,2022-03-21 14:02:29+00:00,La flota de bajura vasca continuará amarrada este martes por la huelga del transporte https://t.co/dH5AYUudj1 a través de @COPE,la flota de bajura vasca continuar  amarrada este martes por la huelga del transporte   a trav s de  ,1505907703557902352,es,0,1,2013-02-05 08:38:29+00:00,1110,False,259,Bilbao-Vitoria-Donostia-Eibar,,copeeuskadi
4163,2022-03-21 14:02:16+00:00,"RT @FACYRE: 👉 La huelga de transporte ya está afectando a la #hostelería al comenzar a escasear los productos frescos

https://t.co/m32HgGy…",   la huelga de transporte ya est  afectando a la  hosteler a al comenzar a escasear los productos frescos   ,1505907650231418882,es,0,3,2012-03-29 21:43:51+00:00,3794,False,34814,"Henri Dunant, 21 y 23. Madrid",,QuencodePepa
4164,2022-03-21 14:02:00+00:00,"🔴 Octavo día de paro indefinido y movilizaciones de los transportistas. Exigen soluciones al Ejecutivo. La #últimahora ya en directo con @SandraGolpeA3TV en #Noticias1A3N

La #últimahora ➡ https://t.co/enXhHsUQw8

DIRECTO 📡 https://t.co/ABZVXSB3ZA https://t.co/pQ8DB2Tzoo",  octavo d a de paro indefinido y movilizaciones de los transportistas  exigen soluciones al ejecutivo  la   ltimahora ya en directo con   en  noticias1a3n  la   ltimahora      directo      ,1505907580937330690,es,20,5,2010-05-20 10:33:50+00:00,2023408,True,889,,,A3Noticias
4166,2022-03-21 14:01:22+00:00,RT @laautonomica: 🔊 Las consecuencias de la huelga del transporte están afectando al sector agrícola y hay fábricas que no están recibiendo…,   las consecuencias de la huelga del transporte est n afectando al sector agr cola y hay f bricas que no est n recibiendo ,1505907421214130179,es,0,1,2013-04-28 15:25:10+00:00,956,False,25291,,,manuel__mgs
4167,2022-03-21 14:01:21+00:00,RT @FloresCanoMaria: Huelva en HUELGA..BRAVO....Increíble la cantidad de fachas que hay en el transporte...apoyo total. https://t.co/oeYMAL…, huelva en huelga  bravo    incre ble la cantidad de fachas que hay en el transporte   apoyo total   ,1505907419062415362,es,0,3,2017-07-29 01:56:39+00:00,468,False,290609,,,lanona72756199
4168,2022-03-21 14:01:14+00:00,Acabo de ver a @Yolanda_Diaz_ decir que el Gobierno tiene que tomar medidas lo antes posible respecto a la huelga del transporte. Qué es el gobierno? El Gobierno eres tú #GobiernoDeLaRuina,acabo de ver a   diaz  decir que el gobierno tiene que tomar medidas lo antes posible respecto a la huelga del transporte  qu  es el gobierno  el gobierno eres t   gobiernodelaruina,1505907386812403714,es,9,3,2019-04-06 21:14:58+00:00,383,False,59453,,,CunaQuintas
4169,2022-03-21 14:01:12+00:00,RT @pesteroja1: Los sindicatos andan seriamente preocupados por el paro sectorial del transporte y las posibles consecuencias en el desabas…, los sindicatos andan seriamente preocupados por el paro sectorial del transporte y las posibles consecuencias en el desabas ,1505907380260909058,es,0,2,2016-01-15 18:42:04+00:00,1644,False,69502,"Madrid, Comunidad de Madrid",,rodeve23
4172,2022-03-21 14:00:37+00:00,Empresa Familiar exige medidas urgentes para acabar con la huelga del transporte @Zamora24horas @AgenciaIcal https://t.co/zCaJ7Mu4hV https://t.co/ipyN8AObH8,empresa familiar exige medidas urgentes para acabar con la huelga del transporte        ,1505907235284824066,es,1,0,2011-02-04 12:20:49+00:00,4504,False,3546,Valladolid,,EFCyL
4175,2022-03-21 14:00:03+00:00,"Unai Sordo: «No hay ninguna huelga convocada en el sector del transporte, pero hay causas para el malestar en el sector» https://t.co/PJeD3q6tbJ @UnaiSordo @CCOO",unai sordo   no hay ninguna huelga convocada en el sector del transporte  pero hay causas para el malestar en el sector       ,1505907088924553222,es,1,1,2009-02-10 11:33:43+00:00,25472,False,5562,España,,tercerainfo3i
4176,2022-03-21 14:00:02+00:00,"💦 Limpieza y desinfección de Aguas del Torcal en el Polígono Industrial para retirar neumáticos y maderas quemadas en los acerados y calles, con motivo de la huelga del transporte

Cuidamos de #Antequera 
Mantenemos limpia #TUciudad https://t.co/2IhTACJnz3",  limpieza y desinfecci n de aguas del torcal en el pol gono industrial para retirar neum ticos y maderas quemadas en los acerados y calles  con motivo de la huelga del transporte  cuidamos de  antequera  mantenemos limpia  tuciudad  ,1505907086311391234,es,3,2,2015-09-28 10:02:20+00:00,564,False,1221,"Antequera, Andalucía",,AguasdelTorcal
4177,2022-03-21 14:00:00+00:00,"La huelga del transporte y la guerra disparan el consumo doméstico https://t.co/nuJwvZcEck 
#consumo #GuerraEnUcrania #HuelgaTransporte #desasbastecimiento @NielsenIQSpain #FoodRetail",la huelga del transporte y la guerra disparan el consumo dom stico     consumo  guerraenucrania  huelgatransporte  desasbastecimiento    foodretail,1505907078015197186,es,1,0,2012-07-18 09:52:58+00:00,10638,False,3009,Canal Alimentación y Horeca,,food_retail
4181,2022-03-21 13:59:00+00:00,"🔊 Las consecuencias de la huelga del transporte están afectando al sector agrícola y hay fábricas que no están recibiendo las materias primas que necesitan para producir. 

Alonso Fernández, secretario general de la Asociación de Supermercados de Canarias.

#InformativosCR https://t.co/RsmQst1lLu",  las consecuencias de la huelga del transporte est n afectando al sector agr cola y hay f bricas que no est n recibiendo las materias primas que necesitan para producir    alonso fern ndez  secretario general de la asociaci n de supermercados de canarias    informativoscr  ,1505906826981920774,es,2,1,2012-09-09 10:42:36+00:00,53303,False,14302,"Islas Canarias, España",,laautonomica
4184,2022-03-21 13:58:23+00:00,"RT @telemadrid: Materias primas para elaborar la bebida, botellas, chapas y otros elementos no llegan a las factorías @cibelescervezas http…", materias primas para elaborar la bebida  botellas  chapas y otros elementos no llegan a las factor as   http ,1505906673000620035,es,0,3,2010-09-10 17:12:39+00:00,3341,False,4562,españa,,pymcom
4187,2022-03-21 13:58:10+00:00,"RT @food_retail: La huelga, en cifras:  pérdidas de 600 millones y peligro para 100.000 puestos de trabajo https://t.co/rCRDStSxac", la huelga  en cifras   p rdidas de 600 millones y peligro para 100 000 puestos de trabajo  ,1505906616427761666,es,0,1,2017-01-16 12:32:29+00:00,569,False,5307,"Almería, España",,EscuelaVentasAL
4189,2022-03-21 13:57:41+00:00,"RT @buho4444a: MACRON DESACTIVO LA HUELGA SNTES DE EMPEZAR,CON AYUDAS POR 400 MILL.

-EL paro de los camioneros provoca pérdidas de 600 mil…", macron desactivo la huelga sntes de empezar con ayudas por 400 mill    el paro de los camioneros provoca p rdidas de 600 mil ,1505906494088359939,es,0,2,2014-02-27 13:02:57+00:00,2635,False,76067,Botswana,,LOCOCOMIO2
4190,2022-03-21 13:57:32+00:00,"@fenadismer Un problemón en el transporte y se reúnen con quien no secunda la huelga, ¿Esto es normal?",  un problem n en el transporte y se re nen con quien no secunda la huelga   esto es normal ,1505906457732071427,es,1,0,2021-06-23 15:18:53+00:00,24,False,3372,España,,morpheo2013
4191,2022-03-21 13:57:24+00:00,"Ya que no quieren oír lo que por necesidad se pide, pues sí, huelga de todos.  Porque es un problema de todos no sólo del transporte. https://t.co/B6zu8dpUwT",ya que no quieren o r lo que por necesidad se pide  pues s   huelga de todos   porque es un problema de todos no s lo del transporte   ,1505906424085372932,es,2,0,2018-02-24 08:34:46+00:00,392,False,89406,,,maca26921242
4195,2022-03-21 13:56:48+00:00,"Materias primas para elaborar la bebida, botellas, chapas y otros elementos no llegan a las factorías @cibelescervezas https://t.co/HbNCBeDcYk",materias primas para elaborar la bebida  botellas  chapas y otros elementos no llegan a las factor as    ,1505906272536776704,es,3,3,2009-04-15 15:14:23+00:00,128352,True,21077,Madrid (Spain),,telemadrid
4202,2022-03-21 13:54:20+00:00,"⚠️🚛 ¿Afectará la huelga del transporte a las distintas obras que se están llevando a cabo en Sevilla? 

El alcalde de la capital @antoniomunozsev ha hablado sobre ello 

🎥 Más información en #Noticias7 a partir de las 20.00 horas https://t.co/PTIY1JOyCF",     afectar  la huelga del transporte a las distintas obras que se est n llevando a cabo en sevilla    el alcalde de la capital   ha hablado sobre ello     m s informaci n en  noticias7 a partir de las 20 00 horas  ,1505905650475450371,es,0,0,2013-07-17 17:06:47+00:00,5115,False,300,Andalucía,,7TVAndalucia
